"CasesOfFailures","SystemState1","failReasons1","SystemState2","failReasons2","LEGAL_TASK"
"2_Failures_on_different_machines","running","backup","idle","software","false"
"2_Failures_on_different_machines","running","backup","idle","backup","false"
"2_Failures_on_different_machines","running","backup","idle","N/A","false"
"2_Failures_on_different_machines","running","backup","running","hardware","false"
"2_Failures_on_different_machines","running","backup","running","software","false"
"2_Failures_on_different_machines","running","backup","running","backup","false"
"2_Failures_on_different_machines","running","backup","running","N/A","false"
"2_Failures_on_different_machines","running","backup","runingBackup","hardware","false"
"2_Failures_on_different_machines","running","backup","runingBackup","software","false"
"2_Failures_on_different_machines","running","backup","runingBackup","backup","false"
"2_Failures_on_different_machines","running","backup","runingBackup","N/A","false"
"2_Failures_on_different_machines","running","backup","N/A","hardware","false"
"2_Failures_on_different_machines","running","backup","N/A","software","false"
"2_Failures_on_different_machines","running","backup","N/A","backup","false"
"2_Failures_on_different_machines","running","backup","N/A","N/A","false"
"2_Failures_on_different_machines","running","N/A","idle","hardware","false"
"2_Failures_on_different_machines","running","N/A","idle","software","false"
"2_Failures_on_different_machines","running","N/A","idle","backup","false"
"2_Failures_on_different_machines","running","N/A","idle","N/A","false"
"2_Failures_on_different_machines","running","N/A","running","hardware","false"
"2_Failures_on_different_machines","running","N/A","running","software","false"
"2_Failures_on_different_machines","running","N/A","running","backup","false"
"2_Failures_on_different_machines","running","N/A","running","N/A","false"
"2_Failures_on_different_machines","running","N/A","runingBackup","hardware","false"
"2_Failures_on_different_machines","running","N/A","runingBackup","software","false"
"2_Failures_on_different_machines","running","N/A","runingBackup","backup","false"
"2_Failures_on_different_machines","running","N/A","runingBackup","N/A","false"
"2_Failures_on_different_machines","running","N/A","N/A","hardware","false"
"2_Failures_on_different_machines","running","N/A","N/A","software","false"
"2_Failures_on_different_machines","running","N/A","N/A","backup","false"
"2_Failures_on_different_machines","running","N/A","N/A","N/A","false"
"2_Failures_on_different_machines","running_backup","hardware","idle","backup","false"
"2_Failures_on_different_machines","running_backup","hardware","idle","N/A","false"
"2_Failures_on_different_machines","running_backup","hardware","running","backup","false"
"2_Failures_on_different_machines","running_backup","hardware","running","N/A","false"
"2_Failures_on_different_machines","running_backup","hardware","runingBackup","N/A","false"
"2_Failures_on_different_machines","running_backup","hardware","N/A","hardware","false"
"2_Failures_on_different_machines","running_backup","hardware","N/A","software","false"
"2_Failures_on_different_machines","running_backup","hardware","N/A","backup","false"
"2_Failures_on_different_machines","running_backup","hardware","N/A","N/A","false"
"2_Failures_on_different_machines","running_backup","software","idle","backup","false"
"2_Failures_on_different_machines","running_backup","software","idle","N/A","false"
"2_Failures_on_different_machines","running_backup","software","running","backup","false"
"2_Failures_on_different_machines","running_backup","software","running","N/A","false"
"2_Failures_on_different_machines","running_backup","software","runingBackup","N/A","false"
"2_Failures_on_different_machines","running_backup","software","N/A","hardware","false"
"2_Failures_on_different_machines","running_backup","software","N/A","software","false"
"2_Failures_on_different_machines","running_backup","software","N/A","backup","false"
"2_Failures_on_different_machines","running_backup","software","N/A","N/A","false"
"2_Failures_on_different_machines","running_backup","backup","idle","backup","false"
"2_Failures_on_different_machines","running_backup","backup","idle","N/A","false"
"2_Failures_on_different_machines","running_backup","backup","running","backup","false"
"2_Failures_on_different_machines","running_backup","backup","running","N/A","false"
"2_Failures_on_different_machines","running_backup","backup","runingBackup","N/A","false"
"2_Failures_on_different_machines","running_backup","backup","N/A","hardware","false"
"2_Failures_on_different_machines","running_backup","backup","N/A","software","false"
"2_Failures_on_different_machines","running_backup","backup","N/A","backup","false"
"2_Failures_on_different_machines","running_backup","backup","N/A","N/A","false"
"2_Failures_on_different_machines","running_backup","N/A","idle","hardware","false"
"2_Failures_on_different_machines","running_backup","N/A","idle","software","false"
"2_Failures_on_different_machines","running_backup","N/A","idle","backup","false"
"2_Failures_on_different_machines","running_backup","N/A","idle","N/A","false"
"2_Failures_on_different_machines","running_backup","N/A","running","hardware","false"
"2_Failures_on_different_machines","running_backup","N/A","running","software","false"
"2_Failures_on_different_machines","running_backup","N/A","running","backup","false"
"2_Failures_on_different_machines","running_backup","N/A","running","N/A","false"
"2_Failures_on_different_machines","running_backup","N/A","runingBackup","hardware","false"
"2_Failures_on_different_machines","running_backup","N/A","runingBackup","software","false"
"2_Failures_on_different_machines","running_backup","N/A","runingBackup","backup","false"
"2_Failures_on_different_machines","running_backup","N/A","runingBackup","N/A","false"
"2_Failures_on_different_machines","running_backup","N/A","N/A","hardware","false"
"2_Failures_on_different_machines","running_backup","N/A","N/A","software","false"
"2_Failures_on_different_machines","running_backup","N/A","N/A","backup","false"
"2_Failures_on_different_machines","running_backup","N/A","N/A","N/A","false"
"2_Failures_on_the_same_machine","idle","hardware","idle","hardware","false"
"2_Failures_on_the_same_machine","idle","hardware","idle","software","false"
"2_Failures_on_the_same_machine","idle","hardware","idle","backup","false"
"2_Failures_on_the_same_machine","idle","hardware","idle","N/A","false"
"2_Failures_on_the_same_machine","idle","hardware","running","hardware","false"
"2_Failures_on_the_same_machine","idle","hardware","running","software","false"
"2_Failures_on_the_same_machine","idle","hardware","running","backup","false"
"2_Failures_on_the_same_machine","idle","hardware","running","N/A","false"
"2_Failures_on_the_same_machine","idle","hardware","runingBackup","hardware","false"
"2_Failures_on_the_same_machine","idle","hardware","runingBackup","software","false"
"2_Failures_on_the_same_machine","idle","hardware","runingBackup","backup","false"
"2_Failures_on_the_same_machine","idle","hardware","runingBackup","N/A","false"
"2_Failures_on_the_same_machine","idle","hardware","N/A","N/A","false"
"2_Failures_on_the_same_machine","idle","software","idle","hardware","false"
"2_Failures_on_the_same_machine","idle","software","idle","software","false"
"2_Failures_on_the_same_machine","idle","software","idle","backup","false"
"2_Failures_on_the_same_machine","idle","software","idle","N/A","false"
"2_Failures_on_the_same_machine","idle","software","running","hardware","false"
"2_Failures_on_the_same_machine","idle","software","running","software","false"
"2_Failures_on_the_same_machine","idle","software","running","backup","false"
"2_Failures_on_the_same_machine","idle","software","running","N/A","false"
"2_Failures_on_the_same_machine","idle","software","runingBackup","hardware","false"
"2_Failures_on_the_same_machine","idle","software","runingBackup","software","false"
"2_Failures_on_the_same_machine","idle","software","runingBackup","backup","false"
"2_Failures_on_the_same_machine","idle","software","runingBackup","N/A","false"
"2_Failures_on_the_same_machine","idle","software","N/A","N/A","false"
"2_Failures_on_the_same_machine","idle","backup","idle","hardware","false"
"2_Failures_on_the_same_machine","idle","backup","idle","software","false"
"2_Failures_on_the_same_machine","idle","backup","idle","backup","false"
"2_Failures_on_the_same_machine","idle","backup","idle","N/A","false"
"2_Failures_on_the_same_machine","idle","backup","running","hardware","false"
"2_Failures_on_the_same_machine","idle","backup","running","software","false"
"2_Failures_on_the_same_machine","idle","backup","running","backup","false"
"2_Failures_on_the_same_machine","idle","backup","running","N/A","false"
"2_Failures_on_the_same_machine","idle","backup","runingBackup","hardware","false"
"2_Failures_on_the_same_machine","idle","backup","runingBackup","software","false"
"2_Failures_on_the_same_machine","idle","backup","runingBackup","backup","false"
"2_Failures_on_the_same_machine","idle","backup","runingBackup","N/A","false"
"2_Failures_on_the_same_machine","idle","backup","N/A","hardware","false"
"2_Failures_on_the_same_machine","idle","backup","N/A","software","false"
"2_Failures_on_the_same_machine","idle","backup","N/A","backup","false"
"2_Failures_on_the_same_machine","idle","backup","N/A","N/A","false"
"2_Failures_on_the_same_machine","idle","N/A","idle","hardware","false"
"2_Failures_on_the_same_machine","idle","N/A","idle","software","false"
"2_Failures_on_the_same_machine","idle","N/A","idle","backup","false"
"2_Failures_on_the_same_machine","idle","N/A","idle","N/A","false"
"2_Failures_on_the_same_machine","idle","N/A","running","hardware","false"
"2_Failures_on_the_same_machine","idle","N/A","running","software","false"
"2_Failures_on_the_same_machine","idle","N/A","running","backup","false"
"2_Failures_on_the_same_machine","idle","N/A","running","N/A","false"
"2_Failures_on_the_same_machine","idle","N/A","runingBackup","hardware","false"
"2_Failures_on_the_same_machine","idle","N/A","runingBackup","software","false"
"2_Failures_on_the_same_machine","idle","N/A","runingBackup","backup","false"
"2_Failures_on_the_same_machine","idle","N/A","runingBackup","N/A","false"
"2_Failures_on_the_same_machine","idle","N/A","N/A","hardware","false"
"2_Failures_on_the_same_machine","idle","N/A","N/A","software","false"
"2_Failures_on_the_same_machine","idle","N/A","N/A","backup","false"
"2_Failures_on_the_same_machine","idle","N/A","N/A","N/A","false"
"2_Failures_on_the_same_machine","running","hardware","idle","hardware","false"
"2_Failures_on_the_same_machine","running","hardware","idle","software","false"
"2_Failures_on_the_same_machine","running","hardware","idle","backup","false"
"2_Failures_on_the_same_machine","running","hardware","idle","N/A","false"
"2_Failures_on_the_same_machine","running","hardware","running","hardware","false"
"2_Failures_on_the_same_machine","running","hardware","running","software","false"
"2_Failures_on_the_same_machine","running","hardware","running","backup","false"
"2_Failures_on_the_same_machine","running","hardware","running","N/A","false"
"2_Failures_on_the_same_machine","running","hardware","runingBackup","hardware","false"
"2_Failures_on_the_same_machine","running","hardware","runingBackup","software","false"
"2_Failures_on_the_same_machine","running","hardware","runingBackup","backup","false"
"2_Failures_on_the_same_machine","running","hardware","runingBackup","N/A","false"
"2_Failures_on_the_same_machine","running","hardware","N/A","N/A","false"
"2_Failures_on_the_same_machine","running","software","idle","hardware","false"
"2_Failures_on_the_same_machine","running","software","idle","software","false"
"2_Failures_on_the_same_machine","running","software","idle","backup","false"
"2_Failures_on_the_same_machine","running","software","idle","N/A","false"
"2_Failures_on_the_same_machine","running","software","running","hardware","false"
"2_Failures_on_the_same_machine","running","software","running","software","false"
"2_Failures_on_the_same_machine","running","software","running","backup","false"
"2_Failures_on_the_same_machine","running","software","running","N/A","false"
"2_Failures_on_the_same_machine","running","software","runingBackup","hardware","false"
"2_Failures_on_the_same_machine","running","software","runingBackup","software","false"
"2_Failures_on_the_same_machine","running","software","runingBackup","backup","false"
"2_Failures_on_the_same_machine","running","software","runingBackup","N/A","false"
"2_Failures_on_the_same_machine","running","software","N/A","N/A","false"
"2_Failures_on_the_same_machine","running","backup","idle","hardware","false"
"2_Failures_on_the_same_machine","running","backup","idle","software","false"
"2_Failures_on_the_same_machine","running","backup","idle","backup","false"
"2_Failures_on_the_same_machine","running","backup","idle","N/A","false"
"2_Failures_on_the_same_machine","running","backup","running","hardware","false"
"2_Failures_on_the_same_machine","running","backup","running","software","false"
"2_Failures_on_the_same_machine","running","backup","running","backup","false"
"2_Failures_on_the_same_machine","running","backup","running","N/A","false"
"2_Failures_on_the_same_machine","running","backup","runingBackup","hardware","false"
"2_Failures_on_the_same_machine","running","backup","runingBackup","software","false"
"2_Failures_on_the_same_machine","running","backup","runingBackup","backup","false"
"2_Failures_on_the_same_machine","running","backup","runingBackup","N/A","false"
"2_Failures_on_the_same_machine","running","backup","N/A","hardware","false"
"2_Failures_on_the_same_machine","running","backup","N/A","software","false"
"2_Failures_on_the_same_machine","running","backup","N/A","backup","false"
"2_Failures_on_the_same_machine","running","backup","N/A","N/A","false"
"2_Failures_on_the_same_machine","running","N/A","idle","hardware","false"
"2_Failures_on_the_same_machine","running","N/A","idle","software","false"
"2_Failures_on_the_same_machine","running","N/A","idle","backup","false"
"2_Failures_on_the_same_machine","running","N/A","idle","N/A","false"
"2_Failures_on_the_same_machine","running","N/A","running","hardware","false"
"2_Failures_on_the_same_machine","running","N/A","running","software","false"
"2_Failures_on_the_same_machine","running","N/A","running","backup","false"
"2_Failures_on_the_same_machine","running","N/A","running","N/A","false"
"2_Failures_on_the_same_machine","running","N/A","runingBackup","hardware","false"
"2_Failures_on_the_same_machine","running","N/A","runingBackup","software","false"
"2_Failures_on_the_same_machine","running","N/A","runingBackup","backup","false"
"2_Failures_on_the_same_machine","running","N/A","runingBackup","N/A","false"
"2_Failures_on_the_same_machine","running","N/A","N/A","hardware","false"
"2_Failures_on_the_same_machine","running","N/A","N/A","software","false"
"2_Failures_on_the_same_machine","running","N/A","N/A","backup","false"
"2_Failures_on_the_same_machine","running","N/A","N/A","N/A","false"
"2_Failures_on_the_same_machine","running_backup","hardware","idle","hardware","false"
"2_Failures_on_the_same_machine","running_backup","hardware","idle","software","false"
"2_Failures_on_the_same_machine","running_backup","hardware","idle","backup","false"
"2_Failures_on_the_same_machine","running_backup","hardware","idle","N/A","false"
"2_Failures_on_the_same_machine","running_backup","hardware","running","hardware","false"
"2_Failures_on_the_same_machine","running_backup","hardware","running","software","false"
"2_Failures_on_the_same_machine","running_backup","hardware","running","backup","false"
"2_Failures_on_the_same_machine","running_backup","hardware","running","N/A","false"
"2_Failures_on_the_same_machine","running_backup","hardware","runingBackup","hardware","false"
"2_Failures_on_the_same_machine","running_backup","hardware","runingBackup","software","false"
"2_Failures_on_the_same_machine","running_backup","hardware","runingBackup","backup","false"
"2_Failures_on_the_same_machine","running_backup","hardware","runingBackup","N/A","false"
"2_Failures_on_the_same_machine","running_backup","hardware","N/A","N/A","false"
"2_Failures_on_the_same_machine","running_backup","software","idle","hardware","false"
"2_Failures_on_the_same_machine","running_backup","software","idle","software","false"
"2_Failures_on_the_same_machine","running_backup","software","idle","backup","false"
"2_Failures_on_the_same_machine","running_backup","software","idle","N/A","false"
"2_Failures_on_the_same_machine","running_backup","software","running","hardware","false"
"2_Failures_on_the_same_machine","running_backup","software","running","software","false"
"2_Failures_on_the_same_machine","running_backup","software","running","backup","false"
"2_Failures_on_the_same_machine","running_backup","software","running","N/A","false"
"2_Failures_on_the_same_machine","running_backup","software","runingBackup","hardware","false"
"2_Failures_on_the_same_machine","running_backup","software","runingBackup","software","false"
"2_Failures_on_the_same_machine","running_backup","software","runingBackup","backup","false"
"2_Failures_on_the_same_machine","running_backup","software","runingBackup","N/A","false"
"2_Failures_on_the_same_machine","running_backup","software","N/A","N/A","false"
"2_Failures_on_the_same_machine","running_backup","backup","idle","hardware","false"
"2_Failures_on_the_same_machine","running_backup","backup","idle","software","false"
"2_Failures_on_the_same_machine","running_backup","backup","idle","backup","false"
"2_Failures_on_the_same_machine","running_backup","backup","idle","N/A","false"
"2_Failures_on_the_same_machine","running_backup","backup","running","hardware","false"
"2_Failures_on_the_same_machine","running_backup","backup","running","software","false"
"2_Failures_on_the_same_machine","running_backup","backup","running","backup","false"
"2_Failures_on_the_same_machine","running_backup","backup","running","N/A","false"
"2_Failures_on_the_same_machine","running_backup","backup","runingBackup","hardware","false"
"2_Failures_on_the_same_machine","running_backup","backup","runingBackup","software","false"
"2_Failures_on_the_same_machine","running_backup","backup","runingBackup","backup","false"
"2_Failures_on_the_same_machine","running_backup","backup","runingBackup","N/A","false"
"2_Failures_on_the_same_machine","running_backup","backup","N/A","N/A","false"
"2_Failures_on_the_same_machine","running_backup","N/A","idle","hardware","false"
"2_Failures_on_the_same_machine","running_backup","N/A","idle","software","false"
"2_Failures_on_the_same_machine","running_backup","N/A","idle","backup","false"
"2_Failures_on_the_same_machine","running_backup","N/A","idle","N/A","false"
"2_Failures_on_the_same_machine","running_backup","N/A","running","hardware","false"
"2_Failures_on_the_same_machine","running_backup","N/A","running","software","false"
"2_Failures_on_the_same_machine","running_backup","N/A","running","backup","false"
"2_Failures_on_the_same_machine","running_backup","N/A","running","N/A","false"
"2_Failures_on_the_same_machine","running_backup","N/A","runingBackup","hardware","false"
"2_Failures_on_the_same_machine","running_backup","N/A","runingBackup","software","false"
"2_Failures_on_the_same_machine","running_backup","N/A","runingBackup","backup","false"
"2_Failures_on_the_same_machine","running_backup","N/A","runingBackup","N/A","false"
"2_Failures_on_the_same_machine","running_backup","N/A","N/A","hardware","false"
"2_Failures_on_the_same_machine","running_backup","N/A","N/A","software","false"
"2_Failures_on_the_same_machine","running_backup","N/A","N/A","backup","false"
"2_Failures_on_the_same_machine","running_backup","N/A","N/A","N/A","false"
